label,sender,subject,body
phishing,billing@appleid-support.top,URGENT: verify your account immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://secure-login.appleid-support.top/verify?ref=100121

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,billing@micr0soft-verify.xyz,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://185.220.101.123/login?session=100122

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,no-reply@appleid-support.top,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: https://appleid-support.top/account/confirm?id=100123

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,no-reply@company-portal-login.xyz,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: https://company-portal-login.xyz/account/confirm?id=100124

Your account has been compromised and will be terminated.

Security Team"
phishing,security-alert@appleid-support.top,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://secure-login.appleid-support.top/verify?ref=100125

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,security-alert@micr0soft-verify.xyz,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: https://micr0soft-verify.xyz/account/confirm?id=100126

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,no-reply@netflix-billing.xyz,Action required: confirm your account now,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://45.33.32.128/signin/100127

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,billing@micr0soft-verify.xyz,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://45.33.32.129/signin/100128

Your account has been compromised and will be terminated.

Security Team"
phishing,security-alert@micr0soft-verify.xyz,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://45.33.32.130/signin/100129

Your account has been compromised and will be terminated.

Security Team"
phishing,support@company-portal-login.xyz,URGENT: verify your account immediately,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: http://secure-login.company-portal-login.xyz/verify?ref=100130

Failure to act will result in your account closed permanently.

Security Team"
phishing,security-alert@paypa1-secure.top,Action required: confirm your account now,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: https://paypa1-secure.top/account/confirm?id=100131

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,security-alert@netflix-billing.xyz,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: http://secure-login.netflix-billing.xyz/verify?ref=100132

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,no-reply@amaz0n-pay.xyz,URGENT: verify your account immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://secure-login.amaz0n-pay.xyz/verify?ref=100133

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,billing@amaz0n-pay.xyz,Action required: confirm your account now,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://185.220.101.135/login?session=100134

Your account has been compromised and will be terminated.

Security Team"
phishing,no-reply@paypa1-secure.top,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://45.33.32.136/signin/100135

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,no-reply@amaz0n-pay.xyz,Action required: confirm your account now,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: https://amaz0n-pay.xyz/account/confirm?id=100136

Failure to act will result in your account closed permanently.

Security Team"
phishing,support@micr0soft-verify.xyz,URGENT: verify your account immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: http://45.33.32.138/signin/100137

Your account has been compromised and will be terminated.

Security Team"
phishing,security-alert@appleid-support.top,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: https://appleid-support.top/account/confirm?id=100138

Your account has been compromised and will be terminated.

Security Team"
phishing,account-services@micr0soft-verify.xyz,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: https://micr0soft-verify.xyz/account/confirm?id=100139

Failure to act will result in your account closed permanently.

Security Team"
phishing,support@company-portal-login.xyz,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://secure-login.company-portal-login.xyz/verify?ref=100140

Failure to act will result in your account closed permanently.

Security Team"
phishing,support@paypa1-secure.top,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://185.220.101.142/login?session=100141

Your account has been compromised and will be terminated.

Security Team"
phishing,billing@netflix-billing.xyz,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://secure-login.netflix-billing.xyz/verify?ref=100142

Failure to act will result in your account closed permanently.

Security Team"
phishing,no-reply@amaz0n-pay.xyz,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: http://45.33.32.144/signin/100143

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,security-alert@netflix-billing.xyz,Action required: confirm your account now,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: https://netflix-billing.xyz/account/confirm?id=100144

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,account-services@appleid-support.top,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: http://secure-login.appleid-support.top/verify?ref=100145

Failure to act will result in your account closed permanently.

Security Team"
phishing,account-services@appleid-support.top,URGENT: verify your account immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: http://185.220.101.147/login?session=100146

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,support@paypa1-secure.top,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://secure-login.paypa1-secure.top/verify?ref=100147

Your account has been compromised and will be terminated.

Security Team"
phishing,security-alert@amaz0n-pay.xyz,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://secure-login.amaz0n-pay.xyz/verify?ref=100148

Failure to act will result in your account closed permanently.

Security Team"
phishing,billing@company-portal-login.xyz,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: http://185.220.101.150/login?session=100149

Your account has been compromised and will be terminated.

Security Team"
phishing,support@netflix-billing.xyz,Action required: confirm your account now,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: https://netflix-billing.xyz/account/confirm?id=100150

Failure to act will result in your account closed permanently.

Security Team"
phishing,security-alert@micr0soft-verify.xyz,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: https://micr0soft-verify.xyz/account/confirm?id=100151

Your account has been compromised and will be terminated.

Security Team"
phishing,account-services@appleid-support.top,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: http://185.220.101.153/login?session=100152

Your account has been compromised and will be terminated.

Security Team"
phishing,billing@netflix-billing.xyz,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: https://netflix-billing.xyz/account/confirm?id=100153

Failure to act will result in your account closed permanently.

Security Team"
phishing,no-reply@company-portal-login.xyz,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://45.33.32.155/signin/100154

Your account has been compromised and will be terminated.

Security Team"
phishing,support@micr0soft-verify.xyz,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: http://45.33.32.156/signin/100155

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,billing@paypa1-secure.top,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://secure-login.paypa1-secure.top/verify?ref=100156

Your account has been compromised and will be terminated.

Security Team"
phishing,billing@amaz0n-pay.xyz,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://secure-login.amaz0n-pay.xyz/verify?ref=100157

Your account has been compromised and will be terminated.

Security Team"
phishing,security-alert@netflix-billing.xyz,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: http://secure-login.netflix-billing.xyz/verify?ref=100158

Failure to act will result in your account closed permanently.

Security Team"
phishing,no-reply@amaz0n-pay.xyz,Action required: confirm your account now,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://secure-login.amaz0n-pay.xyz/verify?ref=100159

Failure to act will result in your account closed permanently.

Security Team"
phishing,no-reply@amaz0n-pay.xyz,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: http://45.33.32.161/signin/100160

Failure to act will result in your account closed permanently.

Security Team"
phishing,account-services@amaz0n-pay.xyz,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: https://amaz0n-pay.xyz/account/confirm?id=100161

Failure to act will result in your account closed permanently.

Security Team"
phishing,account-services@appleid-support.top,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://45.33.32.163/signin/100162

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,security-alert@micr0soft-verify.xyz,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: http://45.33.32.164/signin/100163

Failure to act will result in your account closed permanently.

Security Team"
phishing,billing@netflix-billing.xyz,URGENT: verify your account immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://185.220.101.165/login?session=100164

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,no-reply@netflix-billing.xyz,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://185.220.101.166/login?session=100165

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,billing@paypa1-secure.top,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: https://paypa1-secure.top/account/confirm?id=100166

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,no-reply@micr0soft-verify.xyz,URGENT: verify your account immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://secure-login.micr0soft-verify.xyz/verify?ref=100167

Your account has been compromised and will be terminated.

Security Team"
phishing,security-alert@amaz0n-pay.xyz,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://45.33.32.169/signin/100168

Your account has been compromised and will be terminated.

Security Team"
phishing,account-services@company-portal-login.xyz,URGENT: verify your account immediately,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://secure-login.company-portal-login.xyz/verify?ref=100169

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,billing@amaz0n-pay.xyz,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: https://amaz0n-pay.xyz/account/confirm?id=100170

Failure to act will result in your account closed permanently.

Security Team"
phishing,account-services@netflix-billing.xyz,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://185.220.101.172/login?session=100171

Failure to act will result in your account closed permanently.

Security Team"
phishing,billing@paypa1-secure.top,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: http://45.33.32.173/signin/100172

Your account has been compromised and will be terminated.

Security Team"
phishing,support@netflix-billing.xyz,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: https://netflix-billing.xyz/account/confirm?id=100173

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,billing@netflix-billing.xyz,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: https://netflix-billing.xyz/account/confirm?id=100174

Your account has been compromised and will be terminated.

Security Team"
phishing,billing@netflix-billing.xyz,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://185.220.101.176/login?session=100175

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,security-alert@company-portal-login.xyz,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: https://company-portal-login.xyz/account/confirm?id=100176

Your account has been compromised and will be terminated.

Security Team"
phishing,billing@appleid-support.top,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://secure-login.appleid-support.top/verify?ref=100177

Your account has been compromised and will be terminated.

Security Team"
phishing,support@appleid-support.top,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: http://45.33.32.179/signin/100178

Your account has been compromised and will be terminated.

Security Team"
phishing,security-alert@paypa1-secure.top,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: http://185.220.101.180/login?session=100179

Failure to act will result in your account closed permanently.

Security Team"
phishing,billing@appleid-support.top,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: http://secure-login.appleid-support.top/verify?ref=100180

Your account has been compromised and will be terminated.

Security Team"
phishing,no-reply@paypa1-secure.top,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://45.33.32.182/signin/100181

Your account has been compromised and will be terminated.

Security Team"
phishing,account-services@paypa1-secure.top,Action required: confirm your account now,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: https://paypa1-secure.top/account/confirm?id=100182

Your account has been compromised and will be terminated.

Security Team"
phishing,billing@appleid-support.top,Action required: confirm your account now,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://45.33.32.184/signin/100183

Your account has been compromised and will be terminated.

Security Team"
phishing,billing@amaz0n-pay.xyz,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: http://45.33.32.185/signin/100184

Failure to act will result in your account closed permanently.

Security Team"
phishing,account-services@amaz0n-pay.xyz,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://secure-login.amaz0n-pay.xyz/verify?ref=100185

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,support@company-portal-login.xyz,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://45.33.32.187/signin/100186

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,account-services@amaz0n-pay.xyz,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: https://amaz0n-pay.xyz/account/confirm?id=100187

Failure to act will result in your account closed permanently.

Security Team"
phishing,account-services@netflix-billing.xyz,Security alert: verify password immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://45.33.32.189/signin/100188

Failure to act will result in your account closed permanently.

Security Team"
phishing,security-alert@amaz0n-pay.xyz,Your account will be suspended within 24 hours,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://185.220.101.190/login?session=100189

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,billing@company-portal-login.xyz,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: http://45.33.32.191/signin/100190

Failure to act will result in your account closed permanently.

Security Team"
phishing,billing@netflix-billing.xyz,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must confirm your account within 24 hours: https://netflix-billing.xyz/account/confirm?id=100191

Failure to act will result in your account closed permanently.

Security Team"
phishing,account-services@netflix-billing.xyz,Action required: confirm your account now,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://secure-login.netflix-billing.xyz/verify?ref=100192

Your account has been compromised and will be terminated.

Security Team"
phishing,support@netflix-billing.xyz,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://secure-login.netflix-billing.xyz/verify?ref=100193

Failure to act will result in your account closed permanently.

Security Team"
phishing,billing@appleid-support.top,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://45.33.32.195/signin/100194

Your account has been compromised and will be terminated.

Security Team"
phishing,security-alert@paypa1-secure.top,Payment declined: update your billing immediately,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: http://secure-login.paypa1-secure.top/verify?ref=100195

Your account has been compromised and will be terminated.

Security Team"
phishing,no-reply@appleid-support.top,Unusual activity detected: confirm your account,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://secure-login.appleid-support.top/verify?ref=100196

Ignoring this notice will lead to legal action against your account.

Security Team"
phishing,security-alert@amaz0n-pay.xyz,URGENT: verify your account immediately,"Dear customer,

We detected unusual activity on your profile. You must verify your password within 24 hours: http://secure-login.amaz0n-pay.xyz/verify?ref=100197

Failure to act will result in your account closed permanently.

Security Team"
phishing,support@appleid-support.top,URGENT: verify your account immediately,"Dear customer,

We detected unusual activity on your profile. You must enter your password on the secure page within 24 hours: http://45.33.32.199/signin/100198

Failure to act will result in your account closed permanently.

Security Team"
phishing,billing@company-portal-login.xyz,URGENT: verify your account immediately,"Dear customer,

We detected unusual activity on your profile. You must update your password now within 24 hours: http://185.220.101.200/login?session=100199

Your account has been compromised and will be terminated.

Security Team"
